-6.719999790191650391e+00,-3.623296022415161133e+00,2.500000000000000000e+01
-6.440000057220458984e+00,-3.262288093566894531e+00,2.500000000000000000e+01
-6.159999847412109375e+00,-2.916975975036621094e+00,2.500000000000000000e+01
-5.880000114440917969e+00,-2.587359905242919922e+00,2.500000000000000000e+01
-5.599999904632568359e+00,-2.273439884185791016e+00,2.500000000000000000e+01
-5.320000171661376953e+00,-1.975216031074523926e+00,2.500000000000000000e+01
-5.039999961853027344e+00,-1.692687988281250000e+00,2.500000000000000000e+01
-4.760000228881835938e+00,-1.425855994224548340e+00,2.500000000000000000e+01
-4.480000019073486328e+00,-1.174720048904418945e+00,2.500000000000000000e+01
-4.199999809265136719e+00,-9.392799735069274902e-01,2.500000000000000000e+01
-3.920000076293945312e+00,-7.195360064506530762e-01,2.500000000000000000e+01
-3.640000104904174805e+00,-5.154880285263061523e-01,2.500000000000000000e+01
-3.359999895095825195e+00,-3.271360099315643311e-01,2.500000000000000000e+01
-3.079999923706054688e+00,-1.544799953699111938e-01,2.500000000000000000e+01
-2.799999952316284180e+00,2.480000024661421776e-03,2.500000000000000000e+01
-2.519999980926513672e+00,1.437440067529678345e-01,2.500000000000000000e+01
-2.240000009536743164e+00,2.693119943141937256e-01,2.500000000000000000e+01
-1.960000038146972656e+00,3.791840076446533203e-01,2.500000000000000000e+01
-1.679999947547912598e+00,4.733600020408630371e-01,2.500000000000000000e+01
-1.399999976158142090e+00,5.518400073051452637e-01,2.500000000000000000e+01
-1.120000004768371582e+00,6.146240234375000000e-01,2.500000000000000000e+01
-8.399999737739562988e-01,6.617119908332824707e-01,2.500000000000000000e+01
-5.600000023841857910e-01,6.931040287017822266e-01,2.500000000000000000e+01
-2.800000011920928955e-01,7.088000178337097168e-01,2.500000000000000000e+01
4.440892098500626162e-15,7.088000178337097168e-01,2.500000000000000000e+01
2.800000011920928955e-01,6.931040287017822266e-01,2.500000000000000000e+01
5.600000023841857910e-01,6.617119908332824707e-01,2.500000000000000000e+01
8.399999737739562988e-01,6.146240234375000000e-01,2.500000000000000000e+01
1.120000004768371582e+00,5.518400073051452637e-01,2.500000000000000000e+01
1.399999976158142090e+00,4.733600020408630371e-01,2.500000000000000000e+01
1.679999947547912598e+00,3.791840076446533203e-01,2.500000000000000000e+01
1.960000038146972656e+00,2.693119943141937256e-01,2.500000000000000000e+01
2.240000009536743164e+00,1.437440067529678345e-01,2.500000000000000000e+01
2.519999980926513672e+00,2.480000024661421776e-03,2.500000000000000000e+01
2.799999952316284180e+00,-1.544799953699111938e-01,2.500000000000000000e+01
3.079999923706054688e+00,-3.271360099315643311e-01,2.500000000000000000e+01
3.359999895095825195e+00,-5.154880285263061523e-01,2.500000000000000000e+01
3.640000104904174805e+00,-7.195360064506530762e-01,2.500000000000000000e+01
3.920000076293945312e+00,-9.392799735069274902e-01,2.500000000000000000e+01
4.199999809265136719e+00,-1.174720048904418945e+00,2.500000000000000000e+01
4.480000019073486328e+00,-1.425855994224548340e+00,2.500000000000000000e+01
4.760000228881835938e+00,-1.692687988281250000e+00,2.500000000000000000e+01
5.039999961853027344e+00,-1.975216031074523926e+00,2.500000000000000000e+01
5.320000171661376953e+00,-2.273439884185791016e+00,2.500000000000000000e+01
5.599999904632568359e+00,-2.587359905242919922e+00,2.500000000000000000e+01
5.880000114440917969e+00,-2.916975975036621094e+00,2.500000000000000000e+01
6.159999847412109375e+00,-3.262288093566894531e+00,2.500000000000000000e+01
6.440000057220458984e+00,-3.623296022415161133e+00,2.500000000000000000e+01
6.719999790191650391e+00,-4.000000000000000000e+00,2.500000000000000000e+01
