-6.780000209808349609e+00,-3.513423919677734375e+00,2.500000000000000000e+01
-6.559999942779541016e+00,-3.042543888092041016e+00,2.500000000000000000e+01
-6.340000152587890625e+00,-2.587359905242919922e+00,2.500000000000000000e+01
-6.119999885559082031e+00,-2.147871971130371094e+00,2.500000000000000000e+01
-5.900000095367431641e+00,-1.724079966545104980e+00,2.500000000000000000e+01
-5.679999828338623047e+00,-1.315984010696411133e+00,2.500000000000000000e+01
-5.460000038146972656e+00,-9.235839843750000000e-01,2.500000000000000000e+01
-5.239999771118164062e+00,-5.468800067901611328e-01,2.500000000000000000e+01
-5.019999980926513672e+00,-1.858720034360885620e-01,2.500000000000000000e+01
-4.800000190734863281e+00,1.594399958848953247e-01,2.500000000000000000e+01
-4.579999923706054688e+00,4.890559911727905273e-01,2.500000000000000000e+01
-4.360000133514404297e+00,8.029760122299194336e-01,2.500000000000000000e+01
-4.139999866485595703e+00,1.101199984550476074e+00,2.500000000000000000e+01
-3.920000076293945312e+00,1.383728027343750000e+00,2.500000000000000000e+01
-3.700000047683715820e+00,1.650560021400451660e+00,2.500000000000000000e+01
-3.480000019073486328e+00,1.901695966720581055e+00,2.500000000000000000e+01
-3.259999990463256836e+00,2.137135982513427734e+00,2.500000000000000000e+01
-3.039999961853027344e+00,2.356879949569702148e+00,2.500000000000000000e+01
-2.819999933242797852e+00,2.560928106307983398e+00,2.500000000000000000e+01
-2.599999904632568359e+00,2.749279975891113281e+00,2.500000000000000000e+01
-2.380000114440917969e+00,2.921936035156250000e+00,2.500000000000000000e+01
-2.160000085830688477e+00,3.078896045684814453e+00,2.500000000000000000e+01
-1.940000057220458984e+00,3.220160007476806641e+00,2.500000000000000000e+01
-1.720000028610229492e+00,3.345727920532226562e+00,2.500000000000000000e+01
-1.500000000000000000e+00,3.455600023269653320e+00,2.500000000000000000e+01
-1.279999971389770508e+00,3.549776077270507812e+00,2.500000000000000000e+01
-1.059999942779541016e+00,3.628256082534790039e+00,2.500000000000000000e+01
-8.399999737739562988e-01,3.691040039062500000e+00,2.500000000000000000e+01
-6.200000047683715820e-01,3.738127946853637695e+00,2.500000000000000000e+01
-4.000000059604644775e-01,3.769520044326782227e+00,2.500000000000000000e+01
-1.800000071525573730e-01,3.785216093063354492e+00,2.500000000000000000e+01
3.999999910593032837e-02,3.785216093063354492e+00,2.500000000000000000e+01
2.599999904632568359e-01,3.769520044326782227e+00,2.500000000000000000e+01
4.799999892711639404e-01,3.738127946853637695e+00,2.500000000000000000e+01
6.999999880790710449e-01,3.691040039062500000e+00,2.500000000000000000e+01
9.200000166893005371e-01,3.628256082534790039e+00,2.500000000000000000e+01
1.139999985694885254e+00,3.549776077270507812e+00,2.500000000000000000e+01
1.360000014305114746e+00,3.455600023269653320e+00,2.500000000000000000e+01
1.580000042915344238e+00,3.345727920532226562e+00,2.500000000000000000e+01
1.799999952316284180e+00,3.220160007476806641e+00,2.500000000000000000e+01
2.019999980926513672e+00,3.078896045684814453e+00,2.500000000000000000e+01
2.240000009536743164e+00,2.921936035156250000e+00,2.500000000000000000e+01
2.460000038146972656e+00,2.749279975891113281e+00,2.500000000000000000e+01
2.680000066757202148e+00,2.560928106307983398e+00,2.500000000000000000e+01
2.900000095367431641e+00,2.356879949569702148e+00,2.500000000000000000e+01
3.119999885559082031e+00,2.137135982513427734e+00,2.500000000000000000e+01
3.339999914169311523e+00,1.901695966720581055e+00,2.500000000000000000e+01
3.559999942779541016e+00,1.650560021400451660e+00,2.500000000000000000e+01
3.779999971389770508e+00,1.383728027343750000e+00,2.500000000000000000e+01
4.000000000000000000e+00,1.101199984550476074e+00,2.500000000000000000e+01
4.219999790191650391e+00,8.029760122299194336e-01,2.500000000000000000e+01
4.440000057220458984e+00,4.890559911727905273e-01,2.500000000000000000e+01
4.659999847412109375e+00,1.594399958848953247e-01,2.500000000000000000e+01
4.880000114440917969e+00,-1.858720034360885620e-01,2.500000000000000000e+01
5.099999904632568359e+00,-5.468800067901611328e-01,2.500000000000000000e+01
5.320000171661376953e+00,-9.235839843750000000e-01,2.500000000000000000e+01
5.539999961853027344e+00,-1.315984010696411133e+00,2.500000000000000000e+01
5.760000228881835938e+00,-1.724079966545104980e+00,2.500000000000000000e+01
5.980000019073486328e+00,-2.147871971130371094e+00,2.500000000000000000e+01
6.199999809265136719e+00,-2.587359905242919922e+00,2.500000000000000000e+01
6.420000076293945312e+00,-3.042543888092041016e+00,2.500000000000000000e+01
6.639999866485595703e+00,-3.513423919677734375e+00,2.500000000000000000e+01
6.860000133514404297e+00,-4.000000000000000000e+00,2.500000000000000000e+01
